22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,000	22,000	
22,001	22,001	
21,987	21,987	


21,468	21,468	
21,465	21,465	
21,460	21,460	
21,450	21,450	
21,438	21,438	
21,422	21,422	
21,403	21,403	
21,380	21,380	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,360	21,360	
21,324	21,324	
21,278	21,278	
21,229	21,229	
21,177	21,177	
21,121	21,121	
21,062	21,062	
20,999	20,999	
20,933	20,933	


20,809	20,809	
20,805	20,805	
20,798	20,798	
20,788	20,788	
20,775	20,775	
20,758	20,758	
20,739	20,739	
20,716	20,716	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,695	20,695	
20,660	20,660	
20,614	20,614	
20,565	20,565	
20,513	20,513	
20,458	20,458	
20,400	20,400	
20,339	20,339	
20,274	20,274	


20,174	20,174	
20,169	20,169	
20,161	20,161	
20,150	20,150	
20,136	20,136	
20,119	20,119	
20,099	20,099	
20,076	20,076	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,054	20,054	
20,019	20,019	
19,974	19,974	
19,926	19,926	
19,875	19,875	
19,821	19,821	
19,763	19,763	
19,703	19,703	
19,640	19,640	


19,563	19,563	
19,557	19,557	
19,548	19,548	
19,536	19,536	
19,522	19,522	
19,504	19,504	
19,483	19,483	
19,459	19,459	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,438	19,438	
19,403	19,403	
19,359	19,359	
19,311	19,311	
19,260	19,260	
19,207	19,207	
19,150	19,150	
19,091	19,091	
19,029	19,029	


18,975	18,975	
18,968	18,968	
18,958	18,958	
18,945	18,945	
18,930	18,930	
18,911	18,911	
18,890	18,890	
18,866	18,866	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,844	18,844	
18,810	18,810	
18,766	18,766	
18,718	18,718	
18,669	18,669	
18,616	18,616	
18,560	18,560	
18,502	18,502	
18,440	18,440	


